Invoice_No,Date,Time,Buyer_Name,Buyer_Address,PAN,GSTIN,Item,Qty,Rate,Amount,CGST,SGST,Total,Terms,Source_File
INV/2074/0704,1989-11-24,17:55:40,Faiyaz Kohli,"553, Chana Zila, Karawal Nagar-328884",,,Details:,5,775,3875,348.75,348.75,4572.5,,invoice_india_618.txt
INV/2011/0030,1995-02-08,21:08:35,Aarna Hari,"H.No. 997, Swaminathan Street, Kolkata 972056",ABCDE8493F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_619.jpg.txt
INV/2017/0416,1998-02-15,15:08:31,Aarna Bhargava,"H.No. 203, Kari Ganj, Bokaro 329515",,,Details:,2,343,686,61.74,61.74,809.48,,invoice_india_619.txt
INV/2078/0738,2022-10-30,21:08:35,Kiara Sarkar,"84/761, Gara Marg, Tirupati-177162",ABCDE5737F,10ABCDE27792Z71,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_62.jpg.txt
INV/2056/0128,1970-03-13,14:25:57,Samar Rege,"69/617, Master Nagar, Cuttack 109916",,,Details:,4,502,2008,180.72,180.72,2369.44,,invoice_india_62.txt
INV/2084/0333,1988-08-20,21:08:35,Inaaya Lall,"13/59, Suri Ganj, Ghaziabad 979385",ABCDE8065F,25ABCDE38152Z81,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_620.jpg.txt
INV/2079/0294,1982-04-01,18:53:55,Samiha Agarwal,"25/60, Sagar Marg, Ajmer 017984",,,Details:,1,668,668,60.12,60.12,788.24,,invoice_india_620.txt
INV/2066/0654,1976-05-20,21:08:35,Suhana Bhattacharyya,"10/627, Balasubramanian Circle, Gangtok-166038",ABCDE8145F,32ABCDE76332Z41,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_621.jpg.txt
INV/2072/0199,1978-07-25,15:17:39,Keya Bassi,"134, Mand, Ambattur 577491",,47ABCDE31172Z21,Details:,4,153,612,55.08,55.08,722.16,,invoice_india_621.txt
INV/2087/0532,1997-05-17,21:08:35,Riya Sahni,"90, Chakraborty Path, Baranagar-876898",ABCDE5498F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_622.jpg.txt
INV/2008/0278,1995-09-12,04:39:33,Arhaan Batra,"435, Sridhar Marg, Raurkela Industrial Township 247277",,,Details:,2,123,246,22.14,22.14,290.28,,invoice_india_622.txt
INV/2006/0919,1980-01-24,21:08:35,Kiaan Cheema,"H.No. 917, Magar, Ozhukarai-239700",ABCDE0653F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_623.jpg.txt
INV/2081/0872,1999-03-01,01:11:41,Zeeshan Ramachandran,"99, Din Ganj, Kalyan-Dombivli 154742",,,Details:,1,922,922,82.98,82.98,1087.96,,invoice_india_623.txt
INV/2093/0418,1996-01-22,21:08:35,Aradhya Ganesh,"H.No. 53, Raval Road, Guntakal 479986",ABCDE0799F,47ABCDE51242Z61,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_624.jpg.txt
INV/2098/0675,1976-10-20,21:27:12,Ayesha Vora,"39, Zachariah Marg, Mau-398923",,,Details:,5,181,905,81.45,81.45,1067.9,,invoice_india_624.txt
INV/2054/0822,1984-12-09,21:08:35,Divit Anand,"95/02, Comar Road, Ballia-346990",ABCDE4823F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_625.jpg.txt
INV/2013/0413,2009-10-26,12:31:55,Reyansh Dewan,"712, Gade Circle, Mathura-430394",,,Details:,4,704,2816,253.44,253.44,3322.88,,invoice_india_625.txt
INV/2004/0448,1998-05-12,21:08:35,Nayantara Choudhry,"618, Dutta, Tiruppur-245002",ABCDE2849F,57ABCDE91202Z91,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_626.jpg.txt
INV/2024/0492,1973-06-30,04:28:43,Shray Sanghvi,"H.No. 87, Malhotra Zila, Rourkela 089257",,86ABCDE11732Z51,Details:,2,172,344,30.96,30.96,405.92,,invoice_india_626.txt
INV/2059/0292,1974-05-07,21:08:35,Gokul Thakkar,"H.No. 893, Wali Path, Bulandshahr 604257",ABCDE7586F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_627.jpg.txt
INV/2035/0865,1982-08-07,11:32:24,Mehul D’Alia,"H.No. 667, Konda Chowk, Alappuzha-124264",,,Details:,5,725,3625,326.25,326.25,4277.5,,invoice_india_627.txt
INV/2083/0322,2013-05-08,21:08:35,Adah Lata,"85/28, Kibe Ganj, Sikar-294710",ABCDE8466F,18ABCDE45102Z81,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_628.jpg.txt
INV/2076/0596,2023-11-28,11:34:23,Samaira Kale,"H.No. 02, Garde Ganj, Davanagere-570712",,,Details:,2,327,654,58.86,58.86,771.72,,invoice_india_628.txt
INV/2023/0400,1989-02-22,21:08:35,Eshani Lad,"36, Kanda Street, Jabalpur 124913",ABCDE5S715,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_629.jpg.txt
INV/2085/0764,1974-09-18,08:40:58,Prisha Bail,"144, Kibe, Muzaffarnagar-317276",,,Details:,3,407,1221,109.89,109.89,1440.78,,invoice_india_629.txt
INV/2059/0389,1971-02-02,21:08:35,Ela Khalsa,"10/807, Kapur Street, Ozhukarai 583720",ABCDE4053F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_63.jpg.txt
INV/2078/0239,1986-08-23,20:26:33,Lakshit Srinivas,"64/312, Lata Marg, Ludhiana 864343",,,Details:,5,570,2850,256.5,256.5,3363.0,,invoice_india_63.txt
INV/2026/0646,1993-05-05,21:08:35,Emir Saha,"91, Bath Path, Vadodara 284595",ABCDE9676F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_630.jpg.txt
INV/2047/0522,2019-06-04,03:57:07,Ehsaan Bajaj,"12/17, Warrior Ganj, Muzaffarpur-090201",,,Details:,3,725,2175,195.75,195.75,2566.5,,invoice_india_630.txt
INV/2055/0301,1980-03-13,21:08:35,Saksham Dutta,"001, Krishnamurthy Chowk, Silchar-920116",ABCDE4508F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_631.jpg.txt
INV/2065/0140,2000-07-07,19:12:01,Sana Virk,"H.No. 968, lyengar Road, Muzaffarpur-595648",,,Details:,4,619,2476,222.84,222.84,2921.68,,invoice_india_631.txt
INV/2025/0274,2016-06-06,21:08:35,Raghav Zachariah,"536, Desai Nagar, Saharsa-236743",ABCDE8766F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_632.jpg.txt
INV/2035/0143,2013-09-20,10:19:22,Tushar Dhar,"35/732, Sem, Amravati 492141",,,Details:,4,483,1932,173.88,173.88,2279.76,,invoice_india_632.txt
INV/2018/0910,1988-04-30,21:08:35,Ira Barman,"04/66, Sem Marg, Panchkula 453554",ABCDE5883F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_633.jpg.txt
INV/2049/0876,1996-03-30,22:21:55,Divyansh Bassi,"68/241, Buch Circle, Navi Mumbai-651203",,,Details:,1,991,991,89.19,89.19,1169.38,,invoice_india_633.txt
INV/2007/0855,1981-09-07,21:08:35,Bhamini Srinivas,"141, Swamy, Jabalpur-250689",ABCDE2369F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_634.jpg.txt
INV/2091/0104,2010-11-03,10:15:19,Yuvraj Krishna,"H.No. 56, Solanki Zila, Amaravati-870942",,,Details:,5,826,4130,371.7,371.7,4873.4,,invoice_india_634.txt
INV/2033/0518,1978-12-10,21:08:35,Veer Singh,"84/490, Bali, Vijayanagaram-125970",ABCDE2502F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_635.jpg.txt
INV/2042/0539,1996-07-12,23:33:05,Manikya Tata,"H.No. 196, Sundaram Marg, Akola-026062",,,Details:,1,841,841,75.69,75.69,992.38,,invoice_india_635.txt
INV/2099/0430,1985-02-13,21:08:35,Sana Chaudhry,"H.No. 799, Hegde Nagar, Silchar-769969",ABCDE3850F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_636.jpg.txt
INV/2059/0103,2003-10-08,19:17:40,Dhruv Deo,"H.No. 68, Rajagopalan Road, Kolkata 401304",,,Details:,1,277,277,24.93,24.93,326.86,,invoice_india_636.txt
INV/2026/0917,2017-02-28,21:08:35,Nirvi Magar,"06/303, Walla Zila, Hosur 653416",ABCDE7539F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_637.jpg.txt
INV/2051/0433,1979-08-07,06:38:49,Indrajit Bandi,"58, Ghose Zila, Malegaon 435895",,,Details:,3,886,2658,239.22,239.22,3136.44,,invoice_india_637.txt
INV/2028/0678,1998-11-20,21:08:35,Aradhya Jhaveri,"93, Chatterjee, Meerut-279044",ABCDE3055F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_638.jpg.txt
INV/2015/0318,1988-04-27,06:46:33,Adira Chauhan,"29/788, Kapoor Road, Uluberia 489825",,,Details:,5,134,670,60.3,60.3,790.6,,invoice_india_638.txt
INV/2048/0874,1992-08-19,21:08:35,Trisha Dewan,"H.No. 51, Kunda Zila, Aizawl 232850",ABCDE5987F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_639.jpg.txt
INV/2074/0406,2008-06-08,16:03:48,Vivaan Gandhi,"H.No. 62, Krishnan Nagar, Dibrugarh-211383",,,Details:,5,990,4950,445.5,445.5,5841.0,,invoice_india_639.txt
INV/2092/0058,2024-07-27,21:08:35,Vardaniya Rajagopalan,"H.No. 148, Anne Road, Thoothukudi 347835",ABCDE7336F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_64.jpg.txt
INV/2036/0390,1988-12-06,00:14:22,Advik Doctor,"20/43, Balan Street, Nanded-612830",,,Details:,3,758,2274,204.66,204.66,2683.32,,invoice_india_64.txt
INV/2091/0338,1990-02-13,21:08:35,Seher Bail,"H.No. 926, Kale Path, Kozhikode-312259",ABCDE9390F,67ABCDE41632Z11,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_640.jpg.txt
INV/2091/0950,2001-06-04,10:59:09,Vihaan Sangha,"61, Badami Street, Jalgaon-946955",,,Details:,5,670,3350,301.5,301.5,3953.0,,invoice_india_640.txt
INV/2023/0792,2013-12-18,21:08:35,Jayant Reddy,"97, Sen Circle, Hapur-486036",ABCDE6614F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_641.jpg.txt
INV/2071/0680,2006-04-04,19:16:23,Trisha Chopra,"H.No. 454, Tailor Zila, Shimla 833256",,,Details:,5,489,2445,220.05,220.05,2885.1,,invoice_india_641.txt
INV/2019/0560,2003-03-29,21:08:35,Baiju Sidhu,"519, Suresh, Pimpri-Chinchwad 994522",ABCDE4881F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_642.jpg.txt
INV/2006/0033,2004-03-02,19:49:41,Mannat Swaminathan,"47/70, Chana Ganj, Dewas-484346",,,Details:,5,966,4830,434.7,434.7,5699.4,,invoice_india_642.txt
INV/2070/0226,2011-03-12,21:08:35,Tara Sastry,"80/753, Atwal Circle, Nagercoil-424202",ABCDE1756F,16ABCDE34872Z11,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_643.jpg.txt
INV/2069/0345,2009-01-12,16:36:27,Hunar Bhagat,"80/40, Kala Nagar, Bettiah 243408",,,Details:,2,140,280,25.2,25.2,330.4,,invoice_india_643.txt
INV/2021/0307,2023-12-06,21:08:35,Saanvi Agarwal,"H.No. 320, Ghosh Marg, Satna 486452",ABCDE5685F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_644.jpg.txt
INV/2071/0932,1995-09-02,09:52:13,Krish Malhotra,"74/86, Sura Street, Anantapuram-289279",,,Details:,1,971,971,87.39,87.39,1145.78,,invoice_india_644.txt
INV/2030/0537,1997-08-20,21:08:35,Shray Tandon,"258, Mahal Street, Howrah 412449",ABCDE7904F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_645.jpg.txt
INV/2002/0337,1977-07-28,11:17:52,Zara Garg,"40/57, Hans Nagar, Pali-162161",,,Details:,2,421,842,75.78,75.78,993.56,,invoice_india_645.txt
INV/2081/0536,1996-09-26,21:08:35,Samarth Dhar,"181, Bhat Street, Eluru 119312",ABCDE3940F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_646.jpg.txt
INV/2040/0640,2024-02-07,19:18:52,Eshani Dayal,"59/633, Cherian, Purnia 279687",,,Details:,5,851,4255,382.95,382.95,5020.9,,invoice_india_646.txt
INV/2030/0098,2018-02-28,21:08:35,Pari Basak,"71, Bajaj Path, Durg 977815",ABCDE4389F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_647.jpg.txt
INV/2057/0194,2018-05-29,02:08:01,Saira Dutta,"H.No. 95, Goyal Marg, Ghaziabad 750207",,,Details:,3,327,981,88.29,88.29,1157.58,,invoice_india_647.txt
INV/2080/0355,1999-01-04,21:08:35,Nitara Sachdev,"57, Ray Nagar, Pudukkottai-918424",ABCDE0663F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_648.jpg.txt
INV/2062/0176,1970-12-24,12:55:23,Jayesh Kapoor,"79, Malhotra Chowk, Raurkela Industrial Township 208063",,,Details:,4,454,1816,163.44,163.44,2142.88,,invoice_india_648.txt
INV/2020/0443,1995-05-17,21:08:35,Umang Wadhwa,"469, Kulkarni, Panvel-506311",ABCDE2210F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_649.jpg.txt
INV/2000/0097,2022-04-15,09:28:12,Ishita Ramanathan,"27/894, Madan Street, Hapur 931808",,,Details:,2,934,1868,168.12,168.12,2204.24,,invoice_india_649.txt
INV/2005/0861,1978-08-05,21:08:35,Manjari Chander,"09, Chokshi Path, Pudukkottai-260133",ABCDE2457F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_65.jpg.txt
INV/2007/0564,1987-09-23,08:03:41,Kiaan Gokhale,"69, Khurana Marg, Surendranagar Dudhrej-882055",,,Details:,2,469,938,84.42,84.42,1106.84,,invoice_india_65.txt
INV/2097/0539,1999-11-10,21:08:35,Keya Hayre,"948, Gour Ganj, Shahjahanpur-648266",ABCDE7980F,18ABCDE43292Z61,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_650.jpg.txt
INV/2078/0625,1970-12-30,13:30:15,Hiran Deshmukh,"45/995, Verma Ganj, Jalna-247848",,,Details:,5,735,3675,330.75,330.75,4336.5,,invoice_india_650.txt
INV/2088/0746,2000-11-18,21:08:35,Vedika Srinivasan,"73, Walia Ganj, Gulbarga-265167",ABCDE0621F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_651.jpg.txt
INV/2054/0035,1997-07-18,17:11:59,Jivika Babu,"H.No. 638, Chatterjee Zila, Mirzapur-999771",,,Details:,4,275,1100,99.0,99.0,1298.0,,invoice_india_651.txt
INV/2063/0277,1982-06-10,21:08:35,Lakshay Garg,"H.No. 798, Borra Nagar, Bhavnagar 554486",ABCDE7102F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_652.jpg.txt
INV/2069/0945,1977-06-05,17:37:25,Azad Sankar,"H.No. 83, Dara Road, Rajpur Sonarpur 953209",,,Details:,2,345,690,62.1,62.1,814.2,,invoice_india_652.txt
INV/2043/0434,1990-12-15,21:08:35,Devansh Mani,"H.No. 73, Sinha Street, Amravati 323416",ABCDE5794F,11ABCDE22582Z51,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_653.jpg.txt
INV/2076/0876,2004-10-23,13:37:39,Raunak Saran,"H.No. 04, Sule Nagar, Burhanpur 678727",,,Details:,1,796,796,71.64,71.64,939.28,,invoice_india_653.txt
INV/2040/0461,1991-06-02,21:08:35,Indranil Majumdar,"H.No. 26, Andra Chowk, Ichalkaranji-601437",ABCDE2044F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_654.jpg.txt
INV/2094/0752,2006-03-06,10:01:19,Nirvaan Hayre,"H.No. 88, Bala Marg, Salem 973353",,,Details:,2,983,1966,176.94,176.94,2319.88,,invoice_india_654.txt
INV/2083/0657,2009-12-23,21:08:35,Vedika Mandal,"26, Gandhi Zila, Thoothukudi 505972",ABCDE7555F,0S5ABCDE4670Z91,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_655.jpg.txt
INV/2066/0529,2022-09-13,16:15:29,Ishaan Borde,"37, Salvi Chowk, Madhyamgram-403223",,,Details:,3,519,1557,140.13,140.13,1837.26,,invoice_india_655.txt
INV/2054/0194,1971-08-03,21:08:35,Riya Vohra,"H.No. 046, Rao Ganj, Udupi-055860",ABCDE0729F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_656.jpg.txt
INV/2071/0192,1971-09-26,00:17:38,Shaan Sekhon,"743, Dhar Chowk, Ballia 556051",,,Details:,2,434,868,78.12,78.12,1024.24,,invoice_india_656.txt
INV/2015/0806,1975-05-16,21:08:35,Hunar Lad,"H.No. 81, Dani Road, Khandwa 337591",ABCDE9905F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_657.jpg.txt
INV/2062/0757,1976-01-27,02:57:43,Zain Krishnamurthy,"H.No. 219, Bhatnagar Street, Udaipur-488854",,,Details:,2,999,1998,179.82,179.82,2357.64,,invoice_india_657.txt
INV/2050/0875,1982-07-08,21:08:35,Amira Sehgal,"47, Garde Chowk, Farrukhabad 124977",ABCDE7113F,27ABCDE05452Z91,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_658.jpg.txt
INV/2076/0947,1985-05-06,23:42:49,Ivana Savant,"05/358, Warrior Marg, Kirari Suleman Nagar-869695",,,Details:,4,825,3300,297.0,297.0,3894.0,,invoice_india_658.txt
INV/2054/0325,2018-08-26,21:08:35,Kiaan Karnik,"92/06, Rajagopal Ganj, Bangalore-716437",ABCDE1092F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_659.jpg.txt
INV/2045/0148,1974-12-13,09:40:44,Farhan Keer,"56/703, Lata Path, Gangtok-147713",,,Details:,5,605,3025,272.25,272.25,3569.5,,invoice_india_659.txt
INV/2006/0926,1970-08-26,21:08:35,Priyansh Divan,"H.No. 064, Dash Marg, Rajahmundry-637502",ABCDE8364F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_66.jpg.txt
INV/2045/0569,1975-06-09,05:24:52,Zain Gara,"13, Sangha Street, Bhusawal 765770",,,Details:,1,564,564,50.76,50.76,665.52,,invoice_india_66.txt
INV/2097/0450,2005-09-21,21:08:35,Alisha Saraf,"H.No. 95, Kar Chowk, Jhansi-038840",ABCDE5679F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_660.jpg.txt
INV/2000/0455,2017-08-31,17:35:08,Mahika Som,"556, Kota Nagar, Jaipur 066734",,,Details:,4,740,2960,266.4,266.4,3492.8,,invoice_india_660.txt
INV/2026/0762,1976-02-10,21:08:35,Ahana Khurana,"697, Taneja Ganj, Jalandhar-994816",ABCDE7506F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_661.jpg.txt
INV/2055/0200,2002-05-26,04:22:30,Jayan Dhar,"03/60, Dara Marg, Salem-900222",,,Details:,4,956,3824,344.16,344.16,4512.32,,invoice_india_661.txt
INV/2076/0313,1997-02-07,21:08:35,Sana Thaman,"H.No. 10, Thaman Nagar, Sambalpur 471460",ABCDE8499F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_662.jpg.txt
INV/2097/0007,1974-08-15,17:28:03,Zara Rastogi,"83/69, Gandhi, Bareilly 924313",,589ABCDE9496Z21,Details:,1,166,166,14.94,14.94,195.88,,invoice_india_662.txt
INV/2087/0047,2020-06-20,21:08:35,Shanaya Chaudry,"27, Reddy Road, Nangloi Jat 810165",ABCDE8202F,30ABCDE90232Z81,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_663.jpg.txt
INV/2047/0516,2013-09-07,00:28:36,Mehul Bhatti,"95, Ram Road, Bikaner-622990",,,Details:,2,399,798,71.82,71.82,941.64,,invoice_india_663.txt
INV/2006/0085,2009-01-29,21:08:35,Anay Banik,"H.No. 541, Sharma, Kolhapur 932206",ABCDE0215F,,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_664.jpg.txt
INV/2037/0309,2024-06-25,19:59:37,Arhaan Sekhon,"H.No. 265, Sarin Path, Jamshedpur-198977",,,Details:,1,690,690,62.1,62.1,814.2,,invoice_india_664.txt
INV/2050/0361,2006-06-19,21:08:35,Dhanush Chaudhuri,"H.No. 587, Walia Circle, Adoni 045721",ABCDE6112F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_665.jpg.txt
INV/2000/0540,2009-07-20,12:41:28,Veer Balakrishnan,"56/812, Sengupta Street, Bhilwara-847184",,,Details:,5,211,1055,94.95,94.95,1244.9,,invoice_india_665.txt
INV/2061/0527,2023-05-12,21:08:35,Anaya Dyal,"H.No. 988, Tiwari Chowk, Shivpuri-944747",ABCDE6282F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_666.jpg.txt
INV/2007/0811,2001-09-16,20:33:32,Mehul Bansal,"83, Lall Path, Anantapuram-466128",,,Details:,2,611,1222,109.98,109.98,1441.96,,invoice_india_666.txt
INV/2018/0702,2008-05-20,21:08:35,Nakul Lall,"731, Mall Circle, Ludhiana-328927",ABCDE8917F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_667.jpg.txt
INV/2047/0827,2012-10-13,22:59:11,Tejas Sabharwal,"146, Kala Road, Dindigul-864433",,,Details:,5,987,4935,444.15,444.15,5823.3,,invoice_india_667.txt
INV/2077/0374,1976-09-13,21:08:35,Rania Khanna,"68, Bhatt Zila, South Dumdum 925366",ABCDE6139F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_668.jpg.txt
INV/2007/0817,2025-03-18,10:59:51,Oorja Mand,"H.No. 610, Krish Ganj, Mira-Bhayandar-084600",,,Details:,4,306,1224,110.16,110.16,1444.32,,invoice_india_668.txt
INV/2082/0066,1981-05-26,21:08:35,Lakshay Shankar,"70/73, Sethi Path, Karawal Nagar-896320",ABCDE3413F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_669.jpg.txt
INV/2089/0833,1979-07-01,13:50:42,Navya Ray,"H.No. 120, Sarma Zila, Durg 012534",,,Details:,4,444,1776,159.84,159.84,2095.68,,invoice_india_669.txt
INV/2090/0887,1998-04-19,21:08:35,Vardaniya Agate,"689, Atwal Chowk, Kamarhati 242536",ABCDE2067F,23ABCDE11642Z81,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_67.jpg.txt
INV/2000/0071,2023-05-20,21:20:34,Bhavin Goel,"H.No. 60, Mall Circle, Bally 367328",,683ABCDE0872Z11,Details:,1,352,352,31.68,31.68,415.36,,invoice_india_67.txt
INV/2070/0289,1979-10-14,21:08:35,Zeeshan Bhat,"H.No. 009, Bava Zila, Gudivada 781848",ABCDE9120F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_670.jpg.txt
INV/2026/0591,1975-03-21,14:50:05,Abram Bal,"471, Sehgal Path, Chittoor 946057",,,Details:,1,790,790,71.1,71.1,932.2,,invoice_india_670.txt
INV/2080/0651,1978-02-09,21:08:35,Ehsaan Kalita,"991, Gokhale Street, Guna-279263",ABCDE4083F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_671.jpg.txt
INV/2047/0763,1971-11-28,19:38:37,Aradhya Dugal,"45/908, Mallick Circle, Arrah-391701",,,Details:,4,537,2148,193.32,193.32,2534.64,,invoice_india_671.txt
INV/2099/0147,2017-03-17,21:08:35,Madhup Sahni,"593, Kaul Chowk, Hubli-Dharwad 043479",ABCDE4943F,20ABCDE99652Z31,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_672.jpg.txt
INV/2078/0479,2003-04-13,10:02:21,Renee Dhawan,"10/336, Raja Road, Surendranagar Dudhrej 077252",,,Details:,3,671,2013,181.17,181.17,2375.34,,invoice_india_672.txt
INV/2092/0980,1986-06-13,21:08:35,Nakul Uppal,"361, Sunder Road, Anand 001232",ABCDE8315F,,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_673.jpg.txt
INV/2071/0235,1986-05-10,23:23:38,Rasha Wadhwa,"H.No. 56, Dar, Varanasi 839793",,,Details:,2,976,1952,175.68,175.68,2303.36,,invoice_india_673.txt
INV/2075/0965,2017-08-10,21:08:35,Shaan Amble,"17, Venkataraman Road, Navi Mumbai-229159",ABCDE3176F,,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_674.jpg.txt
INV/2008/0322,1999-04-06,15:46:55,Baiju Ratta,"H.No. 546, Lall Path, Imphal 971284",,,Details:,4,367,1468,132.12,132.12,1732.24,,invoice_india_674.txt
INV/2037/0871,1995-02-05,21:08:35,Shanaya Rajagopal,"52/834, Suresh Zila, Dindigul 575752",ABCDE6115F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_675.jpg.txt
INV/2053/0822,1984-11-06,06:34:59,Priyansh Grover,"18, Krish Path, Bhimavaram-492812",,,Details:,5,312,1560,140.4,140.4,1840.8,,invoice_india_675.txt
INV/2094/0550,2004-08-14,21:08:35,Sara Chokshi,"29/66, Barad Path, Akola-062813",ABCDE0550F,81ABCDE58282Z71,Details:,4,,,,,,Goods once sold will not be taken back.,invoice_india_676.jpg.txt
INV/2022/0925,2016-07-10,11:00:55,Baiju Kalla,"55/760, Keer Road, Panihati 791508",,,Details:,2,937,1874,168.66,168.66,2211.32,,invoice_india_676.txt
INV/2027/0301,1990-09-30,21:08:35,Jayesh Jhaveri,"02/87, Kamdar Zila, Serampore 025969",ABCDE7116F,03ABCDE69832Z41,Details:,5,,,,,,Goods once sold will not be taken back.,invoice_india_677.jpg.txt
INV/2065/0541,2018-03-05,03:26:05,Manjari Salvi,"01/80, Dayal Road, Narasaraopet 219597",,,Details:,3,872,2616,235.44,235.44,3086.88,,invoice_india_677.txt
INV/2099/0076,2008-05-31,21:08:35,Aarav Buch,"H.No. 807, Soman Path, Kumbakonam 887388",ABCDE9746F,29ABCDE55502Z31,Details:,3,,,,,,Goods once sold will not be taken back.,invoice_india_678.jpg.txt
INV/2069/0410,2019-07-24,08:23:07,Inaaya Vala,"78/989, Zachariah Marg, Ludhiana-000483",,,Details:,3,178,534,48.06,48.06,630.12,,invoice_india_678.txt
INV/2042/0844,1974-01-30,21:08:35,Vivaan Dora,"H.No. 60, Das Nagar, Bikaner-891344",ABCDE9051F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_679.jpg.txt
INV/2028/0728,1975-04-21,16:28:49,Himmat Krishnamurthy,"466, Kurian Chowk, Tinsukia-399157",,,Details:,5,726,3630,326.7,326.7,4283.4,,invoice_india_679.txt
INV/2040/0173,1986-10-01,21:08:35,Ayesha Ray,"H.No. 272, Kata Zila, Gandhinagar 692149",ABCDE4491F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_68.jpg.txt
INV/2000/0266,2022-08-17,21:27:37,Priyansh Bail,"63/211, Sastry Chowk, Purnia 169895",,,Details:,2,215,430,38.7,38.7,507.4,,invoice_india_68.txt
INV/2065/0487,2005-09-18,21:08:35,Aarav Kulkarni,"24, Borde Ganj, Chittoor-067064",ABCDE1721F,,Details:,2,,,,,,Goods once sold will not be taken back.,invoice_india_680.jpg.txt
INV/2010/0574,2002-09-28,07:57:26,Veer Boase,"886, Varghese Path, Pali-430136",,,Details:,3,787,2361,212.49,212.49,2785.98,,invoice_india_680.txt
INV/2097/0304,2014-05-29,21:08:35,Anya Chana,"474, Batta Street, Karawal Nagar 231676",ABCDE7917F,,Details:,1,,,,,,Goods once sold will not be taken back.,invoice_india_681.jpg.txt
